ID	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna
PSCT_00801	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00802	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00803	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00804	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00805	0	1	1	1	0	0	1	1	1	0	0	0	0
PSCT_00806	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00807	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00808	0	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_00809	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00810	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00811	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00812	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00813	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00814	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00815	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00816	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00817	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00818	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00819	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00820	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00821	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00822	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00823	1	2	2	2	2	2	2	2	2	1	1	1	1
PSCT_00824	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00825	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00826	1	2	2	2	2	2	2	2	2	1	1	1	2
PSCT_00827	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00828	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00829	0	1	1	1	0	1	1	1	1	0	0	0	1
PSCT_00830	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00831	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00832	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00833	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00834	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00835	0	1	1	0	0	1	1	1	1	0	0	0	0
PSCT_00836	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00837	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00838	0	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_00839	1	1	1	1	0	1	1	1	1	1	1	1	1
PSCT_00840	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00841	0	1	0	0	1	1	1	0	1	0	0	0	0
PSCT_00842	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_00843	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00844	0	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00845	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_00846	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00847	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00848	0	2	0	0	0	1	1	0	2	0	0	0	0
PSCT_00849	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00850	0	2	0	0	0	1	1	0	2	0	0	0	0
PSCT_00851	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00852	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00853	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00854	1	1	1	1	1	1	1	1	3	1	1	1	2
PSCT_00855	0	0	0	0	0	0	0	0	1	1	0	0	0
PSCT_00856	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00857	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00858	1	0	0	0	2	1	0	1	1	0	0	1	0
PSCT_00859	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00860	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00861	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00862	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00863	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00864	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00865	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00866	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00867	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00868	1	1	1	1	1	1	1	1	2	1	1	1	2
PSCT_00869	1	1	1	1	1	1	1	1	2	1	1	1	2
PSCT_00870	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00871	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00872	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00873	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00874	0	0	1	2	0	5	0	0	1	0	0	2	2
PSCT_00875	0	0	0	2	0	5	0	0	1	0	0	2	2
PSCT_00876	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00877	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00878	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00879	0	0	0	0	0	0	1	1	1	0	0	0	0
PSCT_00880	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00881	0	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_00882	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00883	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00884	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00885	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00886	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_00887	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_00888	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00889	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00890	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00891	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00892	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00893	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00894	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00895	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00897	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00898	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00899	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00900	0	2	2	2	2	1	2	2	2	0	1	0	1
PSCT_00901	0	1	1	1	1	1	0	1	1	0	1	1	1
PSCT_00902	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00903	0	1	1	1	1	1	1	1	1	1	2	1	1
PSCT_00904	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00905	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00906	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00907	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00908	1	1	1	1	1	1	2	2	1	1	2	2	1
PSCT_00909	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00910	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00911	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00912	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00913	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00914	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00915	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00916	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00917	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00918	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00919	0	2	2	2	2	1	2	2	2	1	1	2	1
PSCT_00920	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00921	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00922	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00923	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00924	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00925	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00926	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00927	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00928	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00929	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00932	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00933	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00934	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00935	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00936	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00937	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_00938	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00939	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00940	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00941	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00942	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00943	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00944	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00945	0	1	0	1	0	1	1	0	1	1	0	1	0
PSCT_00946	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00947	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00948	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00949	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00950	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00951	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00952	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00953	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00954	0	1	1	1	1	1	1	1	1	0	1	0	0
PSCT_00955	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00956	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00957	2	2	2	2	2	2	2	2	2	2	1	2	2
PSCT_00958	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00959	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00960	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00961	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00962	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00963	0	1	0	1	1	0	0	1	1	0	0	0	0
PSCT_00964	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00965	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00966	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00967	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00968	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00969	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00970	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00971	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00972	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00973	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00974	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00975	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00976	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00977	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00978	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00979	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00980	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00981	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00982	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00983	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00984	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00985	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00986	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00987	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00988	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00989	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00990	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00991	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00992	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00993	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00994	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00995	2	1	1	1	1	1	1	1	1	4	4	4	3
PSCT_00996	0	1	0	1	0	0	0	1	1	0	0	0	0
PSCT_00997	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00998	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00999	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01000	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_01001	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01002	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01003	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01004	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01005	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01006	0	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01007	0	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01008	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01009	0	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_01010	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01011	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_01012	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01013	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01014	0	1	2	0	0	1	1	0	1	1	0	0	0
PSCT_01015	0	1	0	1	1	1	0	1	1	1	1	1	0
PSCT_01016	0	1	0	1	1	1	0	1	1	1	0	1	1
PSCT_01017	1	1	0	0	1	1	0	0	1	1	0	1	0
PSCT_01018	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01019	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01020	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01021	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01022	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01023	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01024	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01025	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01026	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01027	0	1	0	0	0	0	0	0	1	1	0	0	0
PSCT_01028	0	1	1	0	1	1	1	0	1	1	0	0	0
PSCT_01029	0	1	1	0	1	1	1	0	1	1	0	0	0
PSCT_01030	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01031	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01032	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01033	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01034	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01035	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01036	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01037	0	0	1	1	1	1	1	1	1	0	0	1	1
PSCT_01038	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01039	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01040	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01041	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01042	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01043	0	1	1	1	0	0	1	1	1	0	0	0	0
PSCT_01044	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01045	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01046	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01047	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01048	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01049	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01050	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01051	1	1	1	1	1	1	1	1	1	0	1	0	1
PSCT_01052	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01053	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01054	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01055	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01056	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01057	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01058	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01059	1	1	1	1	0	1	1	1	1	1	1	1	1
PSCT_01060	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01061	2	3	2	3	2	2	2	3	3	3	2	3	2
PSCT_01063	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01064	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01065	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01066	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01067	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01068	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01069	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01070	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01071	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01072	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01073	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01074	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01075	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01076	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01077	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01078	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01079	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01080	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01081	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01082	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01083	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01084	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01085	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01086	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01087	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01088	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01089	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01090	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01091	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01092	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01093	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01094	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_01095	0	1	0	0	0	0	0	1	1	0	0	0	1
PSCT_01096	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01097	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01098	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01099	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01100	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01101	0	1	1	1	0	1	1	1	1	0	0	1	1
PSCT_01102	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01103	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01104	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01105	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01106	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_01107	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01108	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01109	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01110	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01111	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01112	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01113	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01114	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01116	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01117	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01118	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01123	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01124	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_01125	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01126	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01127	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01128	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01129	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01130	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01131	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01132	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01133	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01134	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_01135	1	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01136	1	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01137	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_01138	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01139	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01140	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01141	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01142	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01143	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01144	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01145	0	0	0	0	0	0	0	0	2	0	0	0	0
PSCT_01146	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01147	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01148	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01149	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01150	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01151	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01152	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01153	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01154	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01155	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01156	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01157	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01158	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01159	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01160	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01161	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01162	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01163	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01164	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01165	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01166	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01167	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01168	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01169	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01170	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01171	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01172	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01173	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01174	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01175	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01176	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01177	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01178	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01179	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01180	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01181	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01182	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01183	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01184	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01185	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01186	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01187	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01188	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01189	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01190	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01191	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01192	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01193	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_01194	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01195	1	1	1	1	0	1	1	1	1	1	1	1	1
PSCT_01196	1	1	0	1	1	1	1	1	1	0	0	0	1
PSCT_01197	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01198	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01199	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01200	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01201	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_01202	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_01203	0	1	1	1	1	1	1	1	1	0	1	0	0
PSCT_01204	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_01205	0	1	1	1	1	1	1	0	1	0	0	0	0
PSCT_01206	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01207	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01208	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_01209	1	2	1	2	2	1	2	2	2	0	0	1	1
PSCT_01210	1	2	1	2	2	1	2	2	2	0	0	1	1
PSCT_01211	0	1	1	1	0	1	1	1	1	0	0	1	1
