ID	NC_017532.1.fna	NZ_CP007510.1.fna	NZ_CP007441.1.fna	NZ_CP007511.1.fna	NZ_CP011854.1.fna	NZ_CP015641.1.fna	NC_018028.1.fna	NC_019937.1.fna	NC_009434.1.fna	SAMD00059319_PSCT_BDJA01_FF.fna	NC_015740.1.fna	NC_019938.1.fna	NC_019936.1.fna	NC_019939.1.fna	NC_018177.1.fna	NZ_CP007509.1.fna	NC_009439.1.fna
PSCT_02344	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02345	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02346	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02347	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02348	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02349	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02350	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02351	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02352	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02353	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02354	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02355	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02356	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1
PSCT_02357	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02358	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02359	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02360	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02361	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02362	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02363	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02364	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0
PSCT_02365	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02366	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02367	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02368	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02369	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02370	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02371	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02372	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02373	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02374	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02375	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02376	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02377	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02378	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02379	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02380	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02381	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02382	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02383	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02384	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1
PSCT_02385	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02386	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02387	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02388	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02389	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02390	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02391	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02392	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02393	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02394	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02395	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02396	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02397	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02398	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02399	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02400	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02401	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02402	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02403	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02404	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02405	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02406	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02407	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02408	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02409	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1
PSCT_02410	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02411	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02412	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02413	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02414	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02415	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02416	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	2
PSCT_02417	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02418	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02419	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02420	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02421	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02422	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02423	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02424	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02425	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02426	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02427	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02428	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02429	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1
PSCT_02430	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02431	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02432	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02433	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02434	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02435	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02436	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02437	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02438	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02439	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02440	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02441	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02442	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02443	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02444	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02445	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02446	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02447	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02448	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02449	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02450	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02451	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02452	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02453	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02454	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02455	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_02456	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
PSCT_02457	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02458	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02459	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02460	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02461	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0
PSCT_02462	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
PSCT_02463	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02464	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02465	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02466	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02467	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02468	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02469	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02470	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02471	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02472	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02473	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02474	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02475	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02476	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_02477	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_02478	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_02479	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0
PSCT_02480	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02481	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02482	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02483	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02484	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02485	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02486	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02487	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02488	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02489	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02490	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02491	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02492	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02493	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02494	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0
PSCT_02495	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02496	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1
PSCT_02497	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_02498	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_02499	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02500	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02501	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02502	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02503	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02504	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02505	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02506	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02507	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02508	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02509	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02510	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02511	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02512	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02513	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02514	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02515	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02516	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02517	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02518	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02519	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02520	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02521	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02522	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02523	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02524	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02525	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02526	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02527	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02528	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02529	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02530	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02531	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02532	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02533	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02534	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02535	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02536	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02537	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02538	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02539	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02540	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02541	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0
PSCT_02542	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02543	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02544	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02545	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02546	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02547	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02548	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02549	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02550	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02551	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02552	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02553	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02554	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02555	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0
PSCT_02556	2	0	3	1	2	3	3	0	2	3	2	0	3	0	2	3	1
PSCT_02557	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02558	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02559	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02560	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0
PSCT_02561	2	0	1	0	2	1	2	0	1	1	2	0	1	0	2	1	2
PSCT_02562	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02563	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02564	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02565	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_02566	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02567	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02568	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02569	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0
PSCT_02570	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02571	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02572	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02573	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02574	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02575	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02576	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02577	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02578	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02579	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02580	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02581	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02582	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02583	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
PSCT_02584	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02585	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02586	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02587	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_02588	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02589	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02590	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02591	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02592	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02593	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02594	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02595	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02596	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02597	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_02598	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02599	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02600	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02601	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02602	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02604	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02605	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02606	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02607	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02608	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02610	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02611	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02613	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02614	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02616	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02617	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_02618	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02619	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02620	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02621	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0
PSCT_02622	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02623	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02624	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02625	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02626	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1
PSCT_02627	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02628	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02629	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02630	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02631	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02632	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02633	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02634	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02635	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02636	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02637	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02638	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1
PSCT_02639	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
PSCT_02640	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
PSCT_02641	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1
PSCT_02642	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02643	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02644	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02645	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02646	2	0	1	1	2	1	1	0	2	1	2	0	1	0	1	1	1
PSCT_02647	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02648	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02649	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PSCT_02650	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02651	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02652	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02653	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02654	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02655	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02656	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02657	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02658	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02659	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02660	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_02661	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02662	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02663	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02664	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02665	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02666	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_02667	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02668	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02669	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02670	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_02671	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_02672	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
